CCDC177,coiled-coil domain containing 177,,,,,,,,,,,,,,,,,,,,,,
TRIM50,tripartite motif containing 50,,,,,,,,,,,,,,,,,,,,,,
MMP2,matrix metallopeptidase 2,,,,,,,,,,,,,,,,,,,,,,
CACNG2,calcium voltage-gated channel auxiliary subunit gamma 2,,,,,,,,,,,,,,,,,,,,,,
TAF2,TATA-box binding protein associated factor 2,,,,,,,,,,,,,,,,,,,,,,
ANKRD2,ankyrin repeat domain 2,,,,,,,,,,,,,,,,,,,,,,
CDK5RAP2,CDK5 regulatory subunit associated protein 2,,,,,,,,,,,,,,,,,,,,,,
TMEM151B,transmembrane protein 151B,,,,,,,,,,,,,,,,,,,,,,
IGFBP7,insulin like growth factor binding protein 7,,,,,,,,,,,,,,,,,,,,,,
MRPL41,mitochondrial ribosomal protein L41,,,,,,,,,,,,,,,,,,,,,,
LRTM1,leucine rich repeats and transmembrane domains 1,,,,,,,,,,,,,,,,,,,,,,
PLA2G12B,phospholipase A2 group XIIB,,,,,,,,,,,,,,,,,,,,,,
LOC100130872///SPON2,uncharacterized LOC100130872///spondin 2,,,,,,,,,,,,,,,,,,,,,,
PCNT,pericentrin,,,,,,,,,,,,,,,,,,,,,,
MPI,mannose phosphate isomerase,,,,,,,,,,,,,,,,,,,,,,
RHO,rhodopsin,,,,,,,,,,,,,,,,,,,,,,
TBC1D22B,TBC1 domain family member 22B,,,,,,,,,,,,,,,,,,,,,,
GABPB2,GA binding protein transcription factor beta subunit 2,,,,,,,,,,,,,,,,,,,,,,
CPLX3,complexin 3,,,,,,,,,,,,,,,,,,,,,,
WDR74,WD repeat domain 74,,,,,,,,,,,,,,,,,,,,,,
NSL1,NSL1, MIS12 kinetochore complex component,,,,,,,,,,,,,,,,,,,,,
KLF13,Kruppel like factor 13,,,,,,,,,,,,,,,,,,,,,,
LOC101930071///LIPE-AS1,uncharacterized LOC101930071///LIPE antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
LOC100505570,uncharacterized LOC100505570,,,,,,,,,,,,,,,,,,,,,,
MAPT,microtubule associated protein tau,,,,,,,,,,,,,,,,,,,,,,
RYBP,RING1 and YY1 binding protein,,,,,,,,,,,,,,,,,,,,,,
CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,,,,,,,,,,,,,,,,,,,,,,
CTNNB1,catenin beta 1,,,,,,,,,,,,,,,,,,,,,,
NOS1,nitric oxide synthase 1,,,,,,,,,,,,,,,,,,,,,,
OR10A4,olfactory receptor family 10 subfamily A member 4,,,,,,,,,,,,,,,,,,,,,,
LGALS3BP,galectin 3 binding protein,,,,,,,,,,,,,,,,,,,,,,
ZNF496,zinc finger protein 496,,,,,,,,,,,,,,,,,,,,,,
ZNF524,zinc finger protein 524,,,,,,,,,,,,,,,,,,,,,,
RUBCN,RUN and cysteine rich domain containing beclin 1 interacting protein,,,,,,,,,,,,,,,,,,,,,,
CAND1.11///AMPD3,uncharacterized LOC100130460///adenosine monophosphate deaminase 3,,,,,,,,,,,,,,,,,,,,,,
SAMD15,sterile alpha motif domain containing 15,,,,,,,,,,,,,,,,,,,,,,
SPRED1,sprouty related EVH1 domain containing 1,,,,,,,,,,,,,,,,,,,,,,
EPS8,epidermal growth factor receptor pathway substrate 8,,,,,,,,,,,,,,,,,,,,,,
HTRA1,HtrA serine peptidase 1,,,,,,,,,,,,,,,,,,,,,,
SLC35E2B///SLC35E2,solute carrier family 35 member E2B///solute carrier family 35 member E2,,,,,,,,,,,,,,,,,,,,,,
EPHA1,EPH receptor A1,,,,,,,,,,,,,,,,,,,,,,
USP9X,ubiquitin specific peptidase 9, X-linked,,,,,,,,,,,,,,,,,,,,,
PLCB1,phospholipase C beta 1,,,,,,,,,,,,,,,,,,,,,,
RTN4,reticulon 4,,,,,,,,,,,,,,,,,,,,,,
SEC24D,SEC24 homolog D, COPII coat complex component,,,,,,,,,,,,,,,,,,,,,
9-Mar,membrane associated ring-CH-type finger 9,,,,,,,,,,,,,,,,,,,,,,
EPHA8,EPH receptor A8,,,,,,,,,,,,,,,,,,,,,,
PRR32,proline rich 32,,,,,,,,,,,,,,,,,,,,,,
BST2,bone marrow stromal cell antigen 2,,,,,,,,,,,,,,,,,,,,,,
SLC12A4,solute carrier family 12 member 4,,,,,,,,,,,,,,,,,,,,,,
LOC400499///LOC388210,vitellogenin///uncharacterized LOC388210,,,,,,,,,,,,,,,,,,,,,,
MAP3K8,mitogen-activated protein kinase kinase kinase 8,,,,,,,,,,,,,,,,,,,,,,
TAPBP,TAP binding protein (tapasin),,,,,,,,,,,,,,,,,,,,,,
CREB1,cAMP responsive element binding protein 1,,,,,,,,,,,,,,,,,,,,,,
ZNF710,zinc finger protein 710,,,,,,,,,,,,,,,,,,,,,,
TAS2R8,taste 2 receptor member 8,,,,,,,,,,,,,,,,,,,,,,
TAX1BP1,Tax1 binding protein 1,,,,,,,,,,,,,,,,,,,,,,
CALD1,caldesmon 1,,,,,,,,,,,,,,,,,,,,,,
GINS2,GINS complex subunit 2,,,,,,,,,,,,,,,,,,,,,,
ALOXE3,arachidonate lipoxygenase 3,,,,,,,,,,,,,,,,,,,,,,
CSNK1G2-AS1,CSNK1G2 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
SDF4,stromal cell derived factor 4,,,,,,,,,,,,,,,,,,,,,,
FBRSL1,fibrosin like 1,,,,,,,,,,,,,,,,,,,,,,
IFI44,interferon induced protein 44,,,,,,,,,,,,,,,,,,,,,,
JAG1,jagged 1,,,,,,,,,,,,,,,,,,,,,,
SREBF1,sterol regulatory element binding transcription factor 1,,,,,,,,,,,,,,,,,,,,,,
ARR3,arrestin 3,,,,,,,,,,,,,,,,,,,,,,
TSPAN16,tetraspanin 16,,,,,,,,,,,,,,,,,,,,,,
ADPRHL1,ADP-ribosylhydrolase like 1,,,,,,,,,,,,,,,,,,,,,,
PUM2,pumilio RNA binding family member 2,,,,,,,,,,,,,,,,,,,,,,
CHN2,chimerin 2,,,,,,,,,,,,,,,,,,,,,,
FARP2,FERM, ARH/RhoGEF and pleckstrin domain protein 2,,,,,,,,,,,,,,,,,,,,,
LINC00957,long intergenic non-protein coding RNA 957,,,,,,,,,,,,,,,,,,,,,,
PHF21A,PHD finger protein 21A,,,,,,,,,,,,,,,,,,,,,,
PCSK4,proprotein convertase subtilisin/kexin type 4,,,,,,,,,,,,,,,,,,,,,,
LOC147791,uncharacterized LOC147791,,,,,,,,,,,,,,,,,,,,,,
ANKRD11,ankyrin repeat domain 11,,,,,,,,,,,,,,,,,,,,,,
IMPDH2,inosine monophosphate dehydrogenase 2,,,,,,,,,,,,,,,,,,,,,,
ZRANB2-AS1,ZRANB2 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
TYRO3,TYRO3 protein tyrosine kinase,,,,,,,,,,,,,,,,,,,,,,
SIX3-AS1,SIX3 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
CCDC13,coiled-coil domain containing 13,,,,,,,,,,,,,,,,,,,,,,
ZNF614,zinc finger protein 614,,,,,,,,,,,,,,,,,,,,,,
LOC100506319,uncharacterized LOC100506319,,,,,,,,,,,,,,,,,,,,,,
ATF5,activating transcription factor 5,,,,,,,,,,,,,,,,,,,,,,
DNAJC5G,DnaJ heat shock protein family (Hsp40) member C5 gamma,,,,,,,,,,,,,,,,,,,,,,
NR4A1,nuclear receptor subfamily 4 group A member 1,,,,,,,,,,,,,,,,,,,,,,
PRDM15,PR/SET domain 15,,,,,,,,,,,,,,,,,,,,,,
NIF3L1,NGG1 interacting factor 3 like 1,,,,,,,,,,,,,,,,,,,,,,
KCNJ1,potassium voltage-gated channel subfamily J member 1,,,,,,,,,,,,,,,,,,,,,,
TOM1L2,target of myb1 like 2 membrane trafficking protein,,,,,,,,,,,,,,,,,,,,,,
TEKT1,tektin 1,,,,,,,,,,,,,,,,,,,,,,
CUL4B,cullin 4B,,,,,,,,,,,,,,,,,,,,,,
CALCA,calcitonin related polypeptide alpha,,,,,,,,,,,,,,,,,,,,,,
LOC283335,uncharacterized LOC283335,,,,,,,,,,,,,,,,,,,,,,
TRABD2B,TraB domain containing 2B,,,,,,,,,,,,,,,,,,,,,,
LBP,lipopolysaccharide binding protein,,,,,,,,,,,,,,,,,,,,,,
KRTAP1-5,keratin associated protein 1-5,,,,,,,,,,,,,,,,,,,,,,
FCAR,Fc fragment of IgA receptor,,,,,,,,,,,,,,,,,,,,,,
SH3TC2,SH3 domain and tetratricopeptide repeats 2,,,,,,,,,,,,,,,,,,,,,,
AVL9,AVL9 cell migration associated,,,,,,,,,,,,,,,,,,,,,,
C20orf166-AS1,C20orf166 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
PPP6R2,protein phosphatase 6 regulatory subunit 2,,,,,,,,,,,,,,,,,,,,,,
BMPR2,bone morphogenetic protein receptor type 2,,,,,,,,,,,,,,,,,,,,,,
TMEM131,transmembrane protein 131,,,,,,,,,,,,,,,,,,,,,,
LATS2,large tumor suppressor kinase 2,,,,,,,,,,,,,,,,,,,,,,
ETV6,ETS variant 6,,,,,,,,,,,,,,,,,,,,,,
POLR2B,RNA polymerase II subunit B,,,,,,,,,,,,,,,,,,,,,,
NAA38,N(alpha)-acetyltransferase 38, NatC auxiliary subunit,,,,,,,,,,,,,,,,,,,,,
LOC102725382,uncharacterized LOC102725382,,,,,,,,,,,,,,,,,,,,,,
MAGI1-IT1,MAGI1 intronic transcript 1,,,,,,,,,,,,,,,,,,,,,,
LTBR,lymphotoxin beta receptor,,,,,,,,,,,,,,,,,,,,,,
C2orf49,chromosome 2 open reading frame 49,,,,,,,,,,,,,,,,,,,,,,
S1PR3,sphingosine-1-phosphate receptor 3,,,,,,,,,,,,,,,,,,,,,,
SF1,splicing factor 1,,,,,,,,,,,,,,,,,,,,,,
CHRM3,cholinergic receptor muscarinic 3,,,,,,,,,,,,,,,,,,,,,,
PATZ1,POZ/BTB and AT hook containing zinc finger 1,,,,,,,,,,,,,,,,,,,,,,
PEA15,phosphoprotein enriched in astrocytes 15,,,,,,,,,,,,,,,,,,,,,,
AP4B1,adaptor related protein complex 4 beta 1 subunit,,,,,,,,,,,,,,,,,,,,,,
TTTY13,testis-specific transcript, Y-linked 13 (non-protein coding),,,,,,,,,,,,,,,,,,,,,
KIF13A,kinesin family member 13A,,,,,,,,,,,,,,,,,,,,,,
GRK5,G protein-coupled receptor kinase 5,,,,,,,,,,,,,,,,,,,,,,
APPBP2,amyloid beta precursor protein binding protein 2,,,,,,,,,,,,,,,,,,,,,,
C9orf172,chromosome 9 open reading frame 172,,,,,,,,,,,,,,,,,,,,,,
B4GALT6,beta-1,4-galactosyltransferase 6,,,,,,,,,,,,,,,,,,,,,
ZNF445,zinc finger protein 445,,,,,,,,,,,,,,,,,,,,,,
FAM159A,family with sequence similarity 159 member A,,,,,,,,,,,,,,,,,,,,,,
PRR29,proline rich 29,,,,,,,,,,,,,,,,,,,,,,
MAP3K2,mitogen-activated protein kinase kinase kinase 2,,,,,,,,,,,,,,,,,,,,,,
PPP6R3,protein phosphatase 6 regulatory subunit 3,,,,,,,,,,,,,,,,,,,,,,
TARSL2,threonyl-tRNA synthetase like 2,,,,,,,,,,,,,,,,,,,,,,
SYK,spleen associated tyrosine kinase,,,,,,,,,,,,,,,,,,,,,,
CST11,cystatin 11,,,,,,,,,,,,,,,,,,,,,,
DKFZP434A062,uncharacterized LOC26102,,,,,,,,,,,,,,,,,,,,,,
HLA-A,major histocompatibility complex, class I, A,,,,,,,,,,,,,,,,,,,,
INSR,insulin receptor,,,,,,,,,,,,,,,,,,,,,,
FBXL6,F-box and leucine rich repeat protein 6,,,,,,,,,,,,,,,,,,,,,,
PPP4R1L,protein phosphatase 4 regulatory subunit 1 like (pseudogene),,,,,,,,,,,,,,,,,,,,,,
STEAP2,STEAP2 metalloreductase,,,,,,,,,,,,,,,,,,,,,,
EDNRA,endothelin receptor type A,,,,,,,,,,,,,,,,,,,,,,
CNOT10,CCR4-NOT transcription complex subunit 10,,,,,,,,,,,,,,,,,,,,,,
SLC38A3,solute carrier family 38 member 3,,,,,,,,,,,,,,,,,,,,,,
CCL3L3///CCL3L1///CCL3,C-C motif chemokine ligand 3 like 3///C-C motif chemokine ligand 3 like 1///C-C motif chemokine ligand 3,,,,,,,,,,,,,,,,,,,,,,
LOC145783///ZNF280D,uncharacterized LOC145783///zinc finger protein 280D,,,,,,,,,,,,,,,,,,,,,,
ACTB,actin beta,,,,,,,,,,,,,,,,,,,,,,
KCNIP2,potassium voltage-gated channel interacting protein 2,,,,,,,,,,,,,,,,,,,,,,
CDH22,cadherin 22,,,,,,,,,,,,,,,,,,,,,,
ATP6AP2,ATPase H+ transporting accessory protein 2,,,,,,,,,,,,,,,,,,,,,,
TMED5,transmembrane p24 trafficking protein 5,,,,,,,,,,,,,,,,,,,,,,
SLC5A10,solute carrier family 5 member 10,,,,,,,,,,,,,,,,,,,,,,
NKX6-2,NK6 homeobox 2,,,,,,,,,,,,,,,,,,,,,,
FLYWCH1,FLYWCH-type zinc finger 1,,,,,,,,,,,,,,,,,,,,,,
CRHR1,corticotropin releasing hormone receptor 1,,,,,,,,,,,,,,,,,,,,,,
TFAP2D,transcription factor AP-2 delta,,,,,,,,,,,,,,,,,,,,,,
FBXO10,F-box protein 10,,,,,,,,,,,,,,,,,,,,,,
MGC34796,sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene,,,,,,,,,,,,,,,,,,,,,
EMSY,EMSY, BRCA2 interacting transcriptional repressor,,,,,,,,,,,,,,,,,,,,,
LRIG2,leucine rich repeats and immunoglobulin like domains 2,,,,,,,,,,,,,,,,,,,,,,
LOC283485,uncharacterized LOC283485,,,,,,,,,,,,,,,,,,,,,,
OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,,,,,,,,,,,,,,,,,,,,,,
ANO4,anoctamin 4,,,,,,,,,,,,,,,,,,,,,,
U2AF2,U2 small nuclear RNA auxiliary factor 2,,,,,,,,,,,,,,,,,,,,,,
PPP6R3,protein phosphatase 6 regulatory subunit 3,,,,,,,,,,,,,,,,,,,,,,
KIR2DS4,killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4,,,,,,,,,,,,,,,,,,,,,
SRPRB,SRP receptor beta subunit,,,,,,,,,,,,,,,,,,,,,,
TRIO,trio Rho guanine nucleotide exchange factor,,,,,,,,,,,,,,,,,,,,,,
PLAC9,placenta specific 9,,,,,,,,,,,,,,,,,,,,,,
ADD2,adducin 2,,,,,,,,,,,,,,,,,,,,,,
LOC102724870,uncharacterized LOC102724870,,,,,,,,,,,,,,,,,,,,,,
C2orf57,chromosome 2 open reading frame 57,,,,,,,,,,,,,,,,,,,,,,
ARHGAP1,Rho GTPase activating protein 1,,,,,,,,,,,,,,,,,,,,,,
NCAM2,neural cell adhesion molecule 2,,,,,,,,,,,,,,,,,,,,,,
PROSER3,proline and serine rich 3,,,,,,,,,,,,,,,,,,,,,,
CDC42SE1,CDC42 small effector 1,,,,,,,,,,,,,,,,,,,,,,
PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha,,,,,,,,,,,,,,,,,,,,,,
LOC101927313,uncharacterized LOC101927313,,,,,,,,,,,,,,,,,,,,,,
TMEM167A,transmembrane protein 167A,,,,,,,,,,,,,,,,,,,,,,
SMARCA4,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4,,,,,,,,,,,,,,,,,,
POU5F2,POU domain class 5, transcription factor 2,,,,,,,,,,,,,,,,,,,,,
GNB1L,G protein subunit beta 1 like,,,,,,,,,,,,,,,,,,,,,,
RBX1,ring-box 1,,,,,,,,,,,,,,,,,,,,,,
TEX40,testis expressed 40,,,,,,,,,,,,,,,,,,,,,,
CLIP4,CAP-Gly domain containing linker protein family member 4,,,,,,,,,,,,,,,,,,,,,,
NLRP13,NLR family pyrin domain containing 13,,,,,,,,,,,,,,,,,,,,,,
WFIKKN1,WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1,,,,,,,,,,,,,,,,,,,
NRBP1,nuclear receptor binding protein 1,,,,,,,,,,,,,,,,,,,,,,
ZNF747,zinc finger protein 747,,,,,,,,,,,,,,,,,,,,,,
GABBR2,gamma-aminobutyric acid type B receptor subunit 2,,,,,,,,,,,,,,,,,,,,,,
FRS2,fibroblast growth factor receptor substrate 2,,,,,,,,,,,,,,,,,,,,,,
HELQ,helicase, POLQ-like,,,,,,,,,,,,,,,,,,,,,
ATP13A4,ATPase 13A4,,,,,,,,,,,,,,,,,,,,,,
EHBP1L1,EH domain binding protein 1 like 1,,,,,,,,,,,,,,,,,,,,,,
CSF1R,colony stimulating factor 1 receptor,,,,,,,,,,,,,,,,,,,,,,
FOLR2,folate receptor beta,,,,,,,,,,,,,,,,,,,,,,
DDX54,DEAD-box helicase 54,,,,,,,,,,,,,,,,,,,,,,
ZDHHC22,zinc finger DHHC-type containing 22,,,,,,,,,,,,,,,,,,,,,,
LOC400748,uncharacterized LOC400748,,,,,,,,,,,,,,,,,,,,,,
ADAM7,ADAM metallopeptidase domain 7,,,,,,,,,,,,,,,,,,,,,,
LIMK1,LIM domain kinase 1,,,,,,,,,,,,,,,,,,,,,,
BLVRA,biliverdin reductase A,,,,,,,,,,,,,,,,,,,,,,
C21orf58,chromosome 21 open reading frame 58,,,,,,,,,,,,,,,,,,,,,,
KIAA2026,KIAA2026,,,,,,,,,,,,,,,,,,,,,,
HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4,,,,,,,,,,,,,,,,,,,,,,
CASC4,cancer susceptibility candidate 4,,,,,,,,,,,,,,,,,,,,,,
MTERF4,mitochondrial transcription termination factor 4,,,,,,,,,,,,,,,,,,,,,,
EFR3A,EFR3 homolog A,,,,,,,,,,,,,,,,,,,,,,
USP32,ubiquitin specific peptidase 32,,,,,,,,,,,,,,,,,,,,,,
CLRN1,clarin 1,,,,,,,,,,,,,,,,,,,,,,
LRR1,leucine rich repeat protein 1,,,,,,,,,,,,,,,,,,,,,,
GAPVD1,GTPase activating protein and VPS9 domains 1,,,,,,,,,,,,,,,,,,,,,,
BAHCC1,BAH domain and coiled-coil containing 1,,,,,,,,,,,,,,,,,,,,,,
CECR2,CECR2, histone acetyl-lysine reader,,,,,,,,,,,,,,,,,,,,,
LOC101928985,uncharacterized LOC101928985,,,,,,,,,,,,,,,,,,,,,,
PDZD3,PDZ domain containing 3,,,,,,,,,,,,,,,,,,,,,,
GDF2,growth differentiation factor 2,,,,,,,,,,,,,,,,,,,,,,
MORN4,MORN repeat containing 4,,,,,,,,,,,,,,,,,,,,,,
NAV2,neuron navigator 2,,,,,,,,,,,,,,,,,,,,,,
LOC84843,uncharacterized LOC84843,,,,,,,,,,,,,,,,,,,,,,
SLC22A25,solute carrier family 22 member 25,,,,,,,,,,,,,,,,,,,,,,
LOC101927562///DUSP8,uncharacterized LOC101927562///dual specificity phosphatase 8,,,,,,,,,,,,,,,,,,,,,,
NRSN2,neurensin 2,,,,,,,,,,,,,,,,,,,,,,
CYP2R1,cytochrome P450 family 2 subfamily R member 1,,,,,,,,,,,,,,,,,,,,,,
ROCK1,Rho associated coiled-coil containing protein kinase 1,,,,,,,,,,,,,,,,,,,,,,
ZNF226,zinc finger protein 226,,,,,,,,,,,,,,,,,,,,,,
LRRFIP1,LRR binding FLII interacting protein 1,,,,,,,,,,,,,,,,,,,,,,
FITM2,fat storage inducing transmembrane protein 2,,,,,,,,,,,,,,,,,,,,,,
ACTL8,actin like 8,,,,,,,,,,,,,,,,,,,,,,
LIG4,DNA ligase 4,,,,,,,,,,,,,,,,,,,,,,
TRABD2A,TraB domain containing 2A,,,,,,,,,,,,,,,,,,,,,,
KLHL24,kelch like family member 24,,,,,,,,,,,,,,,,,,,,,,
PHC3,polyhomeotic homolog 3,,,,,,,,,,,,,,,,,,,,,,
IGH,immunoglobulin heavy locus,,,,,,,,,,,,,,,,,,,,,,
MIB1,mindbomb E3 ubiquitin protein ligase 1,,,,,,,,,,,,,,,,,,,,,,
LOC100421494,microtubule affinity regulating kinase 2 pseudogene,,,,,,,,,,,,,,,,,,,,,,
CIB2,calcium and integrin binding family member 2,,,,,,,,,,,,,,,,,,,,,,
NTRK2,neurotrophic receptor tyrosine kinase 2,,,,,,,,,,,,,,,,,,,,,,
DTX3,deltex E3 ubiquitin ligase 3,,,,,,,,,,,,,,,,,,,,,,
RPS10,ribosomal protein S10,,,,,,,,,,,,,,,,,,,,,,
LINC01569,long intergenic non-protein coding RNA 1569,,,,,,,,,,,,,,,,,,,,,,
TMEM198,transmembrane protein 198,,,,,,,,,,,,,,,,,,,,,,
KCTD10,potassium channel tetramerization domain containing 10,,,,,,,,,,,,,,,,,,,,,,
CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,,,,,,,,,,,,,,,,,,,,,,
PHF10,PHD finger protein 10,,,,,,,,,,,,,,,,,,,,,,
HSFY2///HSFY1,heat shock transcription factor, Y-linked 2///heat shock transcription factor, Y-linked 1,,,,,,,,,,,,,,,,,,,,
B3GALT1,beta-1,3-galactosyltransferase 1,,,,,,,,,,,,,,,,,,,,,
FUT11,fucosyltransferase 11,,,,,,,,,,,,,,,,,,,,,,
LINC01607,long intergenic non-protein coding RNA 1607,,,,,,,,,,,,,,,,,,,,,,
HBBP1,hemoglobin subunit beta pseudogene 1,,,,,,,,,,,,,,,,,,,,,,
SND1,staphylococcal nuclease and tudor domain containing 1,,,,,,,,,,,,,,,,,,,,,,
RNF17,ring finger protein 17,,,,,,,,,,,,,,,,,,,,,,
LOC285847,uncharacterized LOC285847,,,,,,,,,,,,,,,,,,,,,,
VPS37C,VPS37C, ESCRT-I subunit,,,,,,,,,,,,,,,,,,,,,
TMCO3,transmembrane and coiled-coil domains 3,,,,,,,,,,,,,,,,,,,,,,
MEF2C,myocyte enhancer factor 2C,,,,,,,,,,,,,,,,,,,,,,
DUX1,double homeobox 1,,,,,,,,,,,,,,,,,,,,,,
DOCK1,dedicator of cytokinesis 1,,,,,,,,,,,,,,,,,,,,,,
TGFB1,transforming growth factor beta 1,,,,,,,,,,,,,,,,,,,,,,
POU6F2,POU class 6 homeobox 2,,,,,,,,,,,,,,,,,,,,,,
PHLDA1,pleckstrin homology like domain family A member 1,,,,,,,,,,,,,,,,,,,,,,
SEPT5-GP1BB,SEPT5-GP1BB readthrough,,,,,,,,,,,,,,,,,,,,,,
ACSL3,acyl-CoA synthetase long-chain family member 3,,,,,,,,,,,,,,,,,,,,,,
NLRP5,NLR family pyrin domain containing 5,,,,,,,,,,,,,,,,,,,,,,
TMEM2,transmembrane protein 2,,,,,,,,,,,,,,,,,,,,,,
CABP1,calcium binding protein 1,,,,,,,,,,,,,,,,,,,,,,
SCUBE3,signal peptide, CUB domain and EGF like domain containing 3,,,,,,,,,,,,,,,,,,,,,
ANKRD60,ankyrin repeat domain 60,,,,,,,,,,,,,,,,,,,,,,
INCENP,inner centromere protein,,,,,,,,,,,,,,,,,,,,,,
MINCR,MYC-induced long noncoding RNA,,,,,,,,,,,,,,,,,,,,,,
ATP6V1E1,ATPase H+ transporting V1 subunit E1,,,,,,,,,,,,,,,,,,,,,,
FERMT2,fermitin family member 2,,,,,,,,,,,,,,,,,,,,,,
SOX10,SRY-box 10,,,,,,,,,,,,,,,,,,,,,,
NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1,,,,,,,,,,,,,,,,,,,,,,
CLASP2,cytoplasmic linker associated protein 2,,,,,,,,,,,,,,,,,,,,,,
EXPH5,exophilin 5,,,,,,,,,,,,,,,,,,,,,,
CDH22,cadherin 22,,,,,,,,,,,,,,,,,,,,,,
FATE1,fetal and adult testis expressed 1,,,,,,,,,,,,,,,,,,,,,,
H1FNT,H1 histone family member N, testis specific,,,,,,,,,,,,,,,,,,,,,
SAXO1,stabilizer of axonemal microtubules 1,,,,,,,,,,,,,,,,,,,,,,
RBM12B-AS1,RBM12B antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
MAP1A,microtubule associated protein 1A,,,,,,,,,,,,,,,,,,,,,,
PABPN1,poly(A) binding protein nuclear 1,,,,,,,,,,,,,,,,,,,,,,
TCF3,transcription factor 3,,,,,,,,,,,,,,,,,,,,,,
MICALL2,MICAL like 2,,,,,,,,,,,,,,,,,,,,,,
GGA1,golgi associated, gamma adaptin ear containing, ARF binding protein 1,,,,,,,,,,,,,,,,,,,,
FAM35A,family with sequence similarity 35 member A,,,,,,,,,,,,,,,,,,,,,,
RHBG,Rh family B glycoprotein (gene/pseudogene),,,,,,,,,,,,,,,,,,,,,,
CRH,corticotropin releasing hormone,,,,,,,,,,,,,,,,,,,,,,
SLC7A1,solute carrier family 7 member 1,,,,,,,,,,,,,,,,,,,,,,
PKHD1,polycystic kidney and hepatic disease 1 (autosomal recessive),,,,,,,,,,,,,,,,,,,,,,
ENO1,enolase 1,,,,,,,,,,,,,,,,,,,,,,
FKBP4,FK506 binding protein 4,,,,,,,,,,,,,,,,,,,,,,
GRIN1,glutamate ionotropic receptor NMDA type subunit 1,,,,,,,,,,,,,,,,,,,,,,
TNRC6C,trinucleotide repeat containing 6C,,,,,,,,,,,,,,,,,,,,,,
PIGB,phosphatidylinositol glycan anchor biosynthesis class B,,,,,,,,,,,,,,,,,,,,,,
SLC25A12,solute carrier family 25 member 12,,,,,,,,,,,,,,,,,,,,,,
CDC27,cell division cycle 27,,,,,,,,,,,,,,,,,,,,,,
ENDOU,endonuclease, poly(U) specific,,,,,,,,,,,,,,,,,,,,,
MYCBPAP,MYCBP associated protein,,,,,,,,,,,,,,,,,,,,,,
KIAA1211L,KIAA1211 like,,,,,,,,,,,,,,,,,,,,,,
SLC6A2,solute carrier family 6 member 2,,,,,,,,,,,,,,,,,,,,,,
CAV3,caveolin 3,,,,,,,,,,,,,,,,,,,,,,
LINC01141,long intergenic non-protein coding RNA 1141,,,,,,,,,,,,,,,,,,,,,,
N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative),,,,,,,,,,,,,,,,,,,,,,
DNAH1,dynein axonemal heavy chain 1,,,,,,,,,,,,,,,,,,,,,,
PRR11,proline rich 11,,,,,,,,,,,,,,,,,,,,,,
KCTD15,potassium channel tetramerization domain containing 15,,,,,,,,,,,,,,,,,,,,,,
PNISR,PNN interacting serine and arginine rich protein,,,,,,,,,,,,,,,,,,,,,,
GPCPD1,glycerophosphocholine phosphodiesterase 1,,,,,,,,,,,,,,,,,,,,,,
FEZ2,fasciculation and elongation protein zeta 2,,,,,,,,,,,,,,,,,,,,,,
SLC4A5///DCTN1,solute carrier family 4 member 5///dynactin subunit 1,,,,,,,,,,,,,,,,,,,,,,
CYP3A7-CYP3A51P///CYP3A7,CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7,,,,,,,,,,,,,,,,,,,,,,
CD36,CD36 molecule,,,,,,,,,,,,,,,,,,,,,,
CCNL1,cyclin L1,,,,,,,,,,,,,,,,,,,,,,
NCR2,natural cytotoxicity triggering receptor 2,,,,,,,,,,,,,,,,,,,,,,
SSPO,SCO-spondin,,,,,,,,,,,,,,,,,,,,,,
CNR2,cannabinoid receptor 2,,,,,,,,,,,,,,,,,,,,,,
LOC100287497,septin 7 pseudogene,,,,,,,,,,,,,,,,,,,,,,
DLL3,delta like canonical Notch ligand 3,,,,,,,,,,,,,,,,,,,,,,
LOC105370178,uncharacterized LOC105370178,,,,,,,,,,,,,,,,,,,,,,
TRIB2,tribbles pseudokinase 2,,,,,,,,,,,,,,,,,,,,,,
GSS,glutathione synthetase,,,,,,,,,,,,,,,,,,,,,,
ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4,,,,,,,,,,,,,,,,,,,,,,
9-Sep,septin 9,,,,,,,,,,,,,,,,,,,,,,
